word,turkish_translation
profit,kar
prohibition,yasak
project,proje
project,proje
promise,söz
promise,vaat
promise,söz vermek
promise,söz
promise,vaat
promise,söz vermek
promotion,promosyon
pronoun,zamir
pronunciation,telaffuz
pronunciation,sesletim
proper,düzgün
proportion,oran
proportion,orantı
protect,korumak
protest,protesto
protest,protesto
proverb,atasözü
province,il
province,el
proximity,yakınlık
psychologist,psikolog
psychology,psikoloji
public,umum
public,umum
public transport,toplu taşıma
publication,neşriyat
publish,çıkarmak
publish,basmak
publish,yayımlamak
publish,yayınlamak
publisher,yayımcı
publisher,yayıncı
pudding,puding
pull,çekmek
pullover,kazak
pullover,süveter
pump,pompa
pumpkin,bal kabağı
punish,cezalandırmak
pupil,gözbebeği
puppy,köpek yavrusu
pure,temiz
pure,anarat
pure,pak
purple,erguvani
purple,mor
purple,erguvani
purple,mor
purpose,amaç
purse,el çantası
purse,cüzdan
pursue,hedeflemek
pursue,başlamak
pursue,kovalamak
pursuit,takip
puzzle,yapboz
quality,kaliteli
quality,kaliteli
quantity,kadar
quarantine,karantina
quarrel,kavga
quarrel,kavga
quarter,aman
quarter,çeyrek
quarter,semt
quarter,mahalle
quarter,civar
queen,kraliçe
queen,vezir
queen,kız
queer,yumuşak
queer,götveren
queer,puşt
queer,ibne
question,soru
question,soru işareti
question,soru
question,soru işareti
question mark,soru işareti
questionnaire,anket
queue,kuyruk
queue,sıra
queue,kuyruk
queue,sıra
quick,hızlı
quick,çabuk
quickly,çabuk
quiet,sessiz
quiet,suskun
quiet,sessiz
quiet,suskun
quite,gayet
quote,tırnak
quote,vecize
quote,söz
quote,alinti
quote,tırnak
quote,vecize
quote,söz
quote,alinti
rabbit,tavşan
race,müsabaka
race,yarışmak
race,ırk
race,yarış
race,müsabaka
race,yarışmak
race,ırk
race,yarış
racism,ırkçılık
racist,ırkçı
racket,raket
radio,ünalgı
radio,radyo
rail,ray
railway,demiryolu
rain,yağdırmak
rain,yağmur
rain,baran
rain,yağmak
rain,yağış
rain,yağdırmak
rain,yağmur
rain,baran
rain,yağmak
rain,yağış
rainbow,peygamber kuşağı
rainbow,gökkuşağı
rainbow,ebem kuşağı
raincoat,yağmurluk
rainforest,yağmur ormanı
rainstorm,yağmur fırtınası
rainy,yağmurlu
raise,biriktirmek
ram,koç
range,Değer kümesi
range,Değer kümesi
rape,ırza geçme
rape,ırza tecavüz
rape,tecavüz etmek
rape,ırza geçme
rape,ırza tecavüz
rape,tecavüz etmek
rapid,hızlı
rare,nadir
raspberry,ahududu
raspberry,frambuaz
ravage,yakıp yıkmak
ravage,tahrip
ravage,yıkmak
ravage,yağmalamak
ravage,tahribat
ravage,hasar
ravage,yıkım
ravage,tahrip etmek
raw,ham
razor,jilet
razor,ustura
reach,ermek
reach,ermek
reaction,tepkime
reaction,reaksiyon
reaction,tepki
reaction,karşılık
read,okumak
ready,razı
ready,meyyal
ready,hazır
ready,anık
real,asli
real,gerçek
real,sağlam
real,doğru
real,hakiki
real,asli
real,gerçek
real,sağlam
real,doğru
real,hakiki
realistic,gerçekçi
reality,hakikat
really,öyle mi
really,gerçekten de
really,gayet
really,cidden
really,aslında
really,gerçekten mi
really,gerçekten
really,harbiden
reason,neden
reason,sebep
reason,akıl
reasonable,makul
receive,almak
recent,yeni
recently,bayak
recipe,reçete
recommend,tavsiye etmek
recycling,geri dönüşüm
red,kızıl
red,kırmızı
red,al
red,kızıl
red,kırmızı
red,al
reduction,redüklenme
redundant,fazla
redundant,ihtiyaçtan fazla
redundant,gereğinden fazla
redundant,yedek
redundant,lüzumundan fazla
reed,saz
referee,bilirkişi
referee,hakem
reform,devrim
refrigerator,buzdolabı
refuge,sığınak
refugee,göçmen
refugee,mülteci
refugee,sığınmacı
refusal,red
regarding,ilişkin
reggae,reggae
regional,bölgesel
register,yazılmak
register,kaydolmak
register,yazılmak
register,kaydolmak
regular,düzenli
reject,reddetmek
related,ilgili
related,bağlantılı
related,ilişkili
related,ilintili
relation,alaka
relationship,akrabalık
relationship,bağlantı
relationship,hısımlık
relationship,karabet
relationship,alaka
relationship,ilişki
relative,akraba
relative,akraba
release,tahliye etmek
release,bırakmak
release,tahliye etmek
release,bırakmak
relevant,alakalı
relevant,ilişkili
relevant,ilgili
religion,din
religious,dindar
religious,inançlı
religious,dinsel
religious,dini
religious,dinî
remain,kalmak
remainder,kalan
remainder,küsur
remark,kelam
remark,kelam
remedy,tıp
remember,anımsamak
remember,hatırlamak
remember,bellemek
remembrance,anma
remembrance,anı
remote,uzaktan kontrol
remote,uzak
remote control,uzaktan kumanda
remote control,televizyon kumandası
remote control,kumanda
repeat,tekrarlamak
repeat,tekrar etmek
repeat,yinelemek
reply,yanıt
reply,karşılık
reply,cevap
reply,yanıt
reply,karşılık
reply,cevap
republic,cumhuriyet
reputation,nam
reputation,şan
reputation,san
reputation,şöhret
reputation,ün
request,rica
request,istek
request,rica
request,istek
require,gerektirmek
require,gereksinmek
requirement,gereksinim
researcher,araştırmacı
researcher,araştırman
researcher,araştırıcı
residence,konut
residence,köşkü
residence,hane
residence,rezidans
residence,ev
resist,direnmek
resort,tatil köyü
resource,kaynak
respiration,solunum
response,cevap
response,yanıt
response,karşılık
responsibility,sorumluluk
responsibility,sorum
rest,tatil
rest,tatil
restaurant,lokanta
result,sonuçlanmak
result,sonuç
result,sonuçlanmak
result,sonuç
retain,tutmak
retain,kaybetmemek
retain,alıkoymak
retain,elinden kaçırmamak
retain,unutmamak
return,dönüş
return,dönüş
reunification,yeniden birleşme
reunification,uzlaşma
reveal,açığa vurmak
revenge,intikam
revenge,öç
review,teftiş
review,yeniden göz atma
review,inceleme
review,teftiş
review,yeniden göz atma
review,inceleme
revolution,ihtilal
revolution,döngü
revolution,darbe
revolution,devrim
reward,ödül
reward,ödüllendirmek
reward,ödül
reward,ödüllendirmek
rhinoceros,gergedan
rhyme,kafiye
rhyme,uyak
rhythm,ritim
rhythm,ritm
rhythm,dizem
ribbon,şerit
ribbon,kurdele
rice,pirinç
rich,varlıklı
rich,varsıl
rich,zengin
ride,sürmek
ride,binmek
ride,sürmek
ride,binmek
ridiculous,saçma
ridiculous,komik
ridiculous,tuhaf
ridiculous,gülünç
right,dik
right,hak
right,tutucu
right,muhafazakâr
right,sağ
right,doğrultmak
right,düzeltmek
right,düz
right,doğru
right,dikey
right,haklı
right,dik
right,hak
right,tutucu
right,muhafazakâr
right,sağ
right,doğrultmak
right,düzeltmek
right,düz
right,doğru
right,dikey
right,haklı
right,dik
right,hak
right,tutucu
right,muhafazakâr
right,sağ
right,doğrultmak
right,düzeltmek
right,düz
right,doğru
right,dikey
right,haklı
ripe,olgun
risky,riskli
rite,adet
rite,ritüel
rite,ayin
ritual,ayin
ritual,adet
ritual,ritüel
river,ırmak
river,nehir
road,sokak
road,cadde
robbery,soygun
robin,Amerika nar bülbülü
robin,kızılgerdan
robot,robot
rock,kaya
rock,kaya
rocket,füze
rocket,roket
romantic,romantik
roof,örtü
roof,çatı
roof,tavan
roof,dam
room,yer
room,oda
room,yer
room,oda
roommate,oda arkadaşı
roommate,ev arkadaşı
root,köken
root,kök
root,kaynak
rope,halat
rose,gül
rotten,çürük
rotten,bozuk
rough,pürüzlü
rough,fırtınalı
round,küresel
round,kurşun
round,çember
round,raund
round,yumuşak
round,tam
round,mermi
round,yuvarlak
round,küresel
round,kurşun
round,çember
round,raund
round,yumuşak
round,tam
round,mermi
round,yuvarlak
round,küresel
round,kurşun
round,çember
round,raund
round,yumuşak
round,tam
round,mermi
round,yuvarlak
round,küresel
round,kurşun
round,çember
round,raund
round,yumuşak
round,tam
round,mermi
round,yuvarlak
round,küresel
round,kurşun
round,çember
round,raund
round,yumuşak
round,tam
round,mermi
round,yuvarlak
routine,adet
rub,ovalamak
rub,ovma
rub,ovalama
rub,ovmak
rubbish,çöp
rubble,moloz
rude,dağlı
rude,kaba
rug,köğüz
rug,kilim
rugby,ragbi
ruin,harap
ruin,harap
rule,cetvel
rule,kural
rule,metre
rule,cetvel
rule,kural
rule,metre
ruler,cetvel
ruler,emir
ruler,şah
run,koşmak
run,koşmak
runner,koşucu
rural,kırsal
sack,çuval
sad,mutsuz
sad,elemli
sad,üzgün
sadness,hüzün
sadness,üzüntü
sadness,üzgünlük
safe,sağlam
safe,kasa
safe,salim
safe,güvenli
safely,sağ selamet
safely,sağ salim
safety,güvenlik
sage,bilge
sail,yelken
sail,yelken
sailor,seylani
sailor,bahriyeli
sailor,mellah
sailor,bahhar
sake,sake
salad,salata
salary,aylık
salary,maaş
salary,ücret
salmon,som
salmon,somon
salt,tuzlamak
salt,tuz
salty,tuzlu
same,aynı
same,eşit
same,aynı
same,eşit
same,aynı
same,eşit
sample,örnek
sample,örneklem
sand,kum
sandal,sandal
sandal,sandalet
sandstone,kumtaşı
sandwich,sandviç
sandy,kumlu
satisfaction,tatmin
satisfy,tatmin etmek
Saturday,cumartesi
sauce,salça
sausage,sosis
save,tasarruf etmek
save,saklamak
save,kaydetmek
saw,testere
saw,testere
say,de
say,söylemek
say,söyle
say,diyelim
say,demek
say,de
say,söylemek
say,söyle
say,diyelim
say,demek
scale,ölçeklendirmek
scale,cetvel
scale,terazi
scale,ölçeklemek
scale,tırmanmak
scale,kantar
scan,taramak
scan,taratmak
scan,taramak
scan,taratmak
scandal,rezalet
scandal,dedikodu
scandal,rezillik
scandal,skandal
scar,yara izi
scare,korku
scarf,fular
scarlet,kızıl
scarlet,kırmızı
scary,korkunç
scatter,saçmak
scatter,etrafa yayılmak
scatter,dağılmak
scatter,yaymak
scatter,serpiştirmek
scatter,savurmak
scatter,serpmek
scene,sahne
scene,tablo
schedule,program
schedule,tablo
schedule,cetvel
schedule,tarife
schedule,program
schedule,tablo
schedule,cetvel
schedule,tarife
school,okul
school,ekol
science,bilim
science,ilim
science,fen
scientific,bilimsel
scissors,makas
scope,kapsam
scream,çığlık
scream,bağırtı
scream,çığlık
scream,bağırtı
screen,ekran
screen,paravan
screen,ekran
screen,paravan
screw,vida
screw,vida
script,betik
scythe,tırpan
scythe,kerenti
sea,deniz
sea,derya
seafood,deniz ürünleri
seafood,deniz ürünü
seal,fok
seat,taht
seat,seki
second,ikinci
second,saniye
second,ikinci
second,saniye
second,ikinci
second,saniye
second,ikinci
second,saniye
secret,sır
secret,esrar
secret,sır
secret,esrar
secretary,sekreter
sector,sektör
secure,sağlam
secure,salim
secure,güvenli
security,emniyet
security,güvenlik güçleri
security,güvenlik
security,güvenli
see,anlamak
see,görmek
seed,tohum
seed,tane
seek,aramak
seem,gözükmek
seem,görünmek
seesaw,tahterevalli
seize,kapmak
seldom,az
selection,seleksiyon
selection,seçenek
selection,ayırma
selection,seçme
self,kendi
self,öz
selfish,bencil
sell,satmak
semicolon,noktalı virgül
send,göndermek
send,yollamak
sensation,his
sense,duyu
sense,algılamak
sense,duyumsamak
sense,duyu
sense,algılamak
sense,duyumsamak
sensitive,duyarlı
sensitive,hassas
sentence,tümce
sentence,cümle
sentence,tümce
sentence,cümle
September,eylül
serious,ciddi
seriously,cidden
servant,kul
server,sunucu
service,hızmet
service,hızmet
set,takım
set,belirlemek
set,tamamlamak
set,kararlı
set,yapılmış
set,ayarlamak
set,hazır
set,küme
set,kurmak
set,koymak
set,takım
set,belirlemek
set,tamamlamak
set,kararlı
set,yapılmış
set,ayarlamak
set,hazır
set,küme
set,kurmak
set,koymak
seven,yedi
seventeen,on yedi
seventy,yetmiş
several,çeşitli
several,muhtelif
several,birkaç
several,çeşitli
several,muhtelif
several,birkaç
sew,dikmek
sew,dik
sex,seks
sex,cinsiyet
sex,cinsel ilişki
sexual,cinsel
sexy,seksi
shadow,gölge
shadow,gölge
shallow,sığ
shampoo,şampuan
shape,şekil
shape,biçim
shape,şekil
shape,biçim
share,paylaşmak
share,paylaşmak
sharp,tiz
sharp,keskin
sharp,diyez
sharp,sivri
sharp,tiz
sharp,keskin
sharp,diyez
sharp,sivri
shave,tıraş
she,o
shed,ahır
sheep,koyun
sheet,çarşaf
shelf,raf
sheriff,şerif
shield,korumak
shield,kalkan
shine,parlatmak
ship,gemi
ship,göndermek
ship,gemi
ship,göndermek
shirt,gömlek
shoe,kundura
shoe,pabuç
shoe,ayakkabı
shoe,başmak
shop,mağaza
shop,dükkân
shop,dükkan
shop,mağaza
shop,dükkân
shop,dükkan
shopping,alışveriş
short,kısa
short,kısa
shortly,yani
shortness,kısalık
show,gösteri
show,göstermek
show,şov
show,program
show,gösteri
show,göstermek
show,şov
show,program
shower,duş
shower,duş almak
shower,duş
shower,duş almak
shrimp,karides
shrink,küçülmek
shrink,küçülmek
shut,kapatmak
shut,kapatmak
sick,sayrı
sick,hasta
side,taraf
side,yüz
side,yan
side,yaka
sidewalk,kaldırım
sigh,iç çekmek
sigh,ahlamak
sigh,of çekmek
sigh,iç çekmek
sigh,ahlamak
sigh,of çekmek
sight,Görünür
sign,alamet
sign,nişan
sign,işaret
sign,alamet
sign,nişan
sign,işaret
signature,imza
significance,önem
significance,anlam
significance,mana
significant,manalı
significant,kayda değer
significant,anlamlı
significant,önemli
silence,susturmak
silence,sessizlik
silent,sessiz
silently,sessizce
silk,ipek
silly,ahmak
silly,dingil
silly,bagas
silly,andaval
silly,andavallı
similar,benzer
similarity,benzerlik
simple,basit
simple,sade
simplify,sadeleşmek
simplify,sadeleştirmek
since,için
since,için
since,için
sincere,kalpten
sincere,yürekten
sincere,samimi
sincere,içten
sing,şarkı söylemek
singer,şantöz
singer,şantör
singer,şarkıcı
sink,lavabo
sink,lavabo
sir,beyefendi
sir,efendim
sir,komutanım
sir,bay
sister,abla
sister,bacı
sister,hemşire
sister,kız kardeş
sister,rahibe
sister-in-law,görümce
sister-in-law,baldız
sister-in-law,yenge
sister-in-law,elti
sit,oturmak
site,Web sitesi
site,Web bölgesi
situation,durum
situation,hal
situation,hâl
situation,yağday
six,altı
sixteen,on altı
sixty,altmış
size,büyüklük
size,boy
skateboard,kaykay
skeleton,iskelet
sketch,karalama
ski,kaymak
ski,kayak
ski,kaymak
ski,kayak
skiing,kayak
skiing,kayakçılık
skim,sekmek
skin,yüzmek
skin,ten
skin,deri
skin,zar
skin,cilt
skin,derisini yüzmek
skip,sekmek
skip,kaçmak
skirt,etek
skylark,tarla kuşu
skyscraper,gökdelen
slam,hız ve gürültü ile yere çalma
slam,veryansın etmek
slam,güm
slam,içiden çarpılma
slam,sövmek
slam,yere çarpmak
slam,yere çalmak
slam,çarpmak
slam,bağırıp çağırmak
slam,ağzına çalmak
slam,çarpma
slam,batırmak
slang,argo
slap,aşk etmek
slap,sille
slap,pat diye ses çıkarmak
slap,sille atmak
slap,şaplak
slap,vurmak
slap,tokatlamak
slap,tokat
slap,şamar
slap,şamarlamak
slap,aşk etmek
slap,sille
slap,pat diye ses çıkarmak
slap,sille atmak
slap,şaplak
slap,vurmak
slap,tokatlamak
slap,tokat
slap,şamar
slap,şamarlamak
slash,taksim
slave,kul
slave,köle
sleep,uyumak
sleep,uyku
sleep,uyumak
sleep,uyku
sleepless,uykusuz
sleeve,yen
slice,dilim
slice,dilimlemek
slice,dilim
slice,dilimlemek
slide,kaydırak
slide,kaymak
slide,kaydırak
slide,kaymak
slightly,biraz
slightly,azıcık
slim,zayıf
slim,ince
sliver,kıymık
sliver,ince dilim
sliver,şerit
sliver,kordon
slow,yavaş
slow,yavaş
slow,yavaş
slowly,yavaş yavaş
slowly,yavaş
slowly,yavaşça
small,küçük
smart,acımak
smart,ağrımak
smash,çivi
smell,kokusunu almak
smell,koku
smell,kokmak
smell,koklamak
smell,kokusunu almak
smell,koku
smell,kokmak
smell,koklamak
smile,gülüş
smile,gülümsemek
smile,gülüş
smile,gülümsemek
smith,demirci
smoke,duman
smoke,duman
smooth,düz
smooth,pürüzsüz
snack,atıştırmalık
snack,çerez
snack,atıştırmak
snack,abur cubur
snake,yılan
sneeze,hapşırık
sneeze,hapşırmak
sneeze,hapşırık
sneeze,hapşırmak
snore,horultu
snore,horlama
snore,horlamak
snore,horultu
snore,horlama
snore,horlamak
snow,karlamak
snow,kar
snow,karlamak
snow,kar
snowball,kar topu
snowstorm,tipi
snowstorm,kar fırtınası
snowy,karlı
so,böylece
so,böylece
soap,sabun
soap opera,pembe dizi
so-called,sözde
soccer,futbol
sociable,girgin
social,toplumsal
society,toplum
sock,çorap
sofa,kanepe
soft,yumuşak
software,yazılım
soldier,çeri
soldier,asker
solid,katı
solution,çözüm
some,yaklaşık
some,bazı
some,kimi
some,biraz
some,birtakım
some,yaklaşık
some,bazı
some,kimi
some,biraz
some,birtakım
somebody,kimse
something,bir şey
sometimes,bazen
sometimes,ara sıra
somewhat,bir miktar
somewhat,bir nebze
somewhat,biraz
somewhat,bir parça
son,oğul
song,yır
song,şarkı
son-in-law,güvey
son-in-law,güveyi
son-in-law,damat
sonnet,sone
soon,derhal
soon,biraz sonra
soon,memnuniyetle
soon,birazdan
soon,şimdi
sorrow,gam
sorrow,yara
sorry,üzgün
sorry,affedersiniz
sorry,afedersin
sorry,özür dilerim
sorry,pardon
sorry,afedersiniz
sorry,efendim
sorry,affedersin
sort,cins
sort,soy
sort,cins
sort,soy
soul,ruh
soul,can
sound,ses
sound,seda
sound,iyi
sound,sağlıklı
sound,avaz
sound,salim
sound,boğaz
sound,ses
sound,seda
sound,iyi
sound,sağlıklı
sound,avaz
sound,salim
sound,boğaz
sound,ses
sound,seda
sound,iyi
sound,sağlıklı
sound,avaz
sound,salim
sound,boğaz
soup,çorba
sour,ekşi
south,güney
south,cenup
south,güney
south,cenup
south,güney
south,cenup
southeast,güneydoğu
southeast,güneydoğu
southwest,güneybatı
southwest,güneybatı
souvenir,hediyelik eşya
souvenir,hatıra
spaceship,uzay gemisi
spaghetti,spagetti
sparrow,serçe
speak,konuşmak
speaker,sunucu
speaker,kolon
speaker,spiker
speaker,konuşmacı
speaker,hoparlör
special,özel
specialist,uzman
species,tür
spectator,izleyici
speech,nutuk
speech,konuşma
speech,kelam
speech,söz
speed,hız
speed,hız
spell,harflerini söylemek
spell,efsun
spell,büyü
spell,afsun
spell,hecelemek
spell,harflerini söylemek
spell,efsun
spell,büyü
spell,afsun
spell,hecelemek
spelling,yazım
sphere,küre
sphere,alan
spice,baharat
spice,bahar
spicy,acı
spicy,çeşnili
spider,örümcek
spinach,ıspanak
spirit,ruh
spite,kin
spite,garez
split,split
split,split
split,split
spokesman,sözcü
spokeswoman,sözcü
sponge,sünger
spoon,kaşık
sport,spor
sportsmanship,sporculuk
spot,leke
spot,spot
spot,benek
spot,leke
spot,spot
spot,benek
spread,sürmek
spread,yayılmak
spread,yaymak
spread,sürmek
spread,yayılmak
spread,yaymak
spring,sıçramak
spring,ilkbahar
spring,zemberek
spring,fırlamak
spring,yay
spring,belirivermek
spring,kaynak
spring,bahar
spring,ortaya çıkıvermek
spur,mahmuz
spy,ajan
spy,casusluk yapmak
spy,ajanlık yapmak
spy,casus
squad,takım
squad,manga
square,kare
square,kare
stab,şişlemek
stab,bıçaklamak
stable,ahır
stack,yığın
stadium,stadyum
stadium,stat
stage,sahne
stain,leke
stain,lekeler
stain,leke
stain,lekeler
stair,merdiven
stake,kazık
stall,ahır
stammer,kekeleme
stammer,kekelemek
stand,ayakta durmak
stand,ayakta durmak
stanza,kıta
start,başlamak
start,başlangıç
start,başlamak
start,başlangıç
starvation,açlık
state,eyalet
state,devlet
state,durum
state,hâl
state,il
state,hal
state,eyalet
state,devlet
state,durum
state,hâl
state,il
state,hal
state,eyalet
state,devlet
state,durum
state,hâl
state,il
state,hal
statement,ifade
statement,söz
station,durak
station,istasyon
station,makam
statue,heykel
status,durum
status,statü
steak,biftek
steal,çalmak
steel,polat
steel,çelik
steep,dik
steer,yönetmek
step,adım
step,adım
stern,yavuz
stern,sert
stern,katı
stern,haşin
stick,çubuk
stick,baston
stick,yapışmak
stick,bağlı kalmak
stick,sopa
stick,batırmak
stick,çubuk
stick,baston
stick,yapışmak
stick,bağlı kalmak
stick,sopa
stick,batırmak
still,yine
still,hâlâ
still,henüz
still,daha
still,hala
still,yine
still,hâlâ
still,henüz
still,daha
still,hala
stingy,cimri
stir,heyecanlandırmak
stitch,dikiş
stockpile,rezerv
stockpile,zula
stockpile,yedek
stockpile,stok
stomach,mide
stomach,karın
stomachache,karın ağrısı
stomachache,mide ağrısı
stone,taş
stop,durak
stop,durmak
stop,kesmek
stop,mola
stop,durdurmak
stop,alıkoymak
stop,durak
stop,durmak
stop,kesmek
stop,mola
stop,durdurmak
stop,alıkoymak
stopwatch,kronometre
storm,fırtına
storm,bora
stormy,fırtınalı
story,hikaye
story,hikâye
story,efsane
story,öykü
stove,soba
stove,ocak
straight,düz
straight,düz
strait,boğaz
strange,yabancı
strange,garip
strange,tuhaf
straw,balya
straw,hasır
straw,saman
strawberry,çilekli
strawberry,çilek
stream,çay
stream,çay
street,sokak
strength,kuvvet
strength,bilek
stress,stres
stress,altını çizmek
stress,vurgulamak
stress,vurgu
stress,tonlama
stress,sıkıntı
stress,stres
stress,altını çizmek
stress,vurgulamak
stress,vurgu
stress,tonlama
stress,sıkıntı
stretch,yayılmak
stretch,uzatmak
stretch,gerinmek
stretch,uzamak
stretch,gerinme
stretch,gerilmek
stretch,uzanmak
stretch,germek
stretch,esneklik
stretch,çekmek
stretch,elastikiyet
strike,grev
strike,grev
string,tel
string,ip
strip,striptiz yapmak
strip,striptiz
strip,striptiz yapmak
strip,striptiz
stroke,okşamak
stroke,sıvazlamak
stroke,kulaç
stroke,okşamak
stroke,sıvazlamak
stroke,kulaç
strong,sağlam
strong,dayanıklı
strong,güçlü
strong,etkileyici
struggle,zahmet
struggle,çaba
struggle,zahmet
struggle,çaba
stubborn,inatçı
student,öğrenci
stuff,şey
stuff,şeyler
stuff,şey
stuff,şeyler
stupid,andaval
stupid,ahmaklar
stupid,süzme
stupid,bön
stupid,avanak
stupid,ahmak
stupid,aptal
stupid,amsalak
stupid,bagas
stupid,moron
stupid,andavallı
stupid,salak
subject,konu
submarine,denizaltı
substance,madde
subtitle,altyazı
subtle,zekîce
subtle,güç algılanan
subtle,kurnazca
subtle,zor algılanan
subtle,sinsice
subtle,mâhirâne
subtle,ustaca
subtle,mahirane
suburb,varoş
suburb,banliyö
suburb,yörekent
suburb,kenar mahalle
success,başarı
successful,muvaffaklar
successful,muvaffak
successful,başarılı
suck,emmek
sudden,ani
suddenly,ansızın
suddenly,aniden
suddenly,birden
suddenly,birdenbire
suffer,elem çekmek
suffer,çekmek
suffer,elem çekecek
suffer,hastalikli
suffer,hasta olmak
suffer,beter olmak
suffering,yara
sufficient,yeterli
suffix,sonek
sugar,şeker
suicide,intihar
suitable,uygun
suitable,müsait
suitable,makul
suitcase,valiz
summary,özet
summer,yaz
sun,güneş
sun,gün
Sunday,pazar
sundial,güneş saati
sunflower,ayçiçeği
sunflower,gündöndü
sunflower,günebakan
sunglasses,güneş gözlüğü
sunny,güneşli
sunset,gün batımı
sunset,gün batım
sunshine,Güneş Işını
super,süper
supermarket,süpermarket
supernatural,doğaüstü
supply,sağlamak
supply,arz
supply,saglamak
supply,sağlamak
supply,arz
supply,saglamak
support,çözüm
support,destek olmak
support,destek
support,desteklemek
support,çözüm
support,destek olmak
support,destek
support,desteklemek
sure,emin
sure,emin
surf,sörf yapmak
surf,sörf yapmak
surface,yüzey
surfing,sörf
surgeon,cerrah
surgery,ameliyathane
surgery,ameliyat
surname,soy ismi
surname,soyadı
surprise,sürpriz
surprise,sürpriz yapmak
surprise,şaşırtmak
surprise,sürpriz
surprise,sürpriz yapmak
surprise,şaşırtmak
surprising,şaşırtıcı
surrender,teslim olma
surrender,teslim olmak
surrender,teslim etmek
survive,hayatta kalmak
suspend,askiya almak
swallow,tüketmek
swallow,inanmak
swallow,kabullenmek
swallow,kır kırlangıcı
swallow,yutmak
swallow,almak
swallow,kabul etmek
swallow,yutkunmak
swan,kuğu
swear,yemin etmek
swear,ant içmek
swear,sövmek
swear,küfretmek
sweat,soğuk ter dökmek
sweat,terlemek
sweat,ter
sweat,ter dökmek
sweat,soğuk ter dökmek
sweat,terlemek
sweat,ter
sweat,ter dökmek
sweater,süveter
sweater,kazak
sweep,süpür
sweet,şekerleme
sweet,akide şekeri
sweet,şekerli
sweet,yumuşak
sweet,tatlı
sweet,şekerleme
sweet,akide şekeri
sweet,şekerli
sweet,yumuşak
sweet,tatlı
sweetheart,can
swift,çabuk
swim,yüzmek
swim,yüzmek
swimmer,yüzücü
swimming pool,yüzme havuzu
swimming pool,havuz
swimsuit,mayo
swing,salıncak
swing,salıncak
switch,nokta
switch,nokta
swollen,şişmiş
swollen,şişkin
sword,kılıç
sword,şemşir
syllable,hece
sympathy,sempati
symptom,sendrom
symptom,belirti
symptom,semptom
symptom,araz
syndrome,sendrom
synonym,eş anlamlı
table,masa
table,tablo
table,cetvel
tablecloth,masa örtüsü
tablet,hap
tablet,tablet
tactile,dokunsal
tactile,dokunma duyusuyla algılanabilen
tactile,dokunulur
tactile,dokunma duyusuna ilişkin
tactile,dokunmayla ilgili
tactile,elle tutulur
tag,etiket
take,seçmek
take,görüş
take,tutma
take,almak
take,kâr
take,kar
take,yakalamak
take,götürmek
take,kazanç
take,dayanmak
take,tepki
take,tutuş
take,anlamak
take,taşımak
take,kabul etmek
take,tahammül etmek
take,katlanmak
take,sürmek
take,seçmek
take,görüş
take,tutma
take,almak
take,kâr
take,kar
take,yakalamak
take,götürmek
take,kazanç
take,dayanmak
take,tepki
take,tutuş
take,anlamak
take,taşımak
take,kabul etmek
take,tahammül etmek
take,katlanmak
take,sürmek
tale,efsane
tale,masal
talent,yetenek
talented,yetenekli
talk,kelam
talk,konuşmak
talk,kelam
talk,konuşmak
talkative,konuşkan
tall,uzun
tan,taba rengi
tan,yanmak
tan,bronz
tank,tank
tap,musluk
tap,musluk
target,hedef
target,nişan
taste,tat
taste,çeşni
taste,tat
taste,çeşni
tattoo,dövme yapmak
tattoo,dövme
taunt,alay etmek
taunt,alay
taunt,iğnelemek
taunt,sataşmak
taxi,taksi
tea,çay
tea,bardak
teach,öğretmek
teacher,öğretmen
teacher,hoca
teacher,muallim
team,takım
tear,kırmak
tear,koparmak
tear,gözyaşı
tear,yırtılmak
tear,kırmak
tear,koparmak
tear,gözyaşı
tear,yırtılmak
teaspoon,çay kaşığı
technically,teknik
technological,teknolojik
technology,teknoloji
teenager,genç
telegram,tel
telephone,telefon etmek
telephone,telefon
telephone,telefon etmek
telephone,telefon
tell,ayırmak
tell,söylemek
tell,anlamak
tell,kurgan
temple,şakak
temple,tapınak
temporary,geçici
ten,on
tennis,tenis
tense,zaman
tense,zaman
tent,otağ
tent,çadır
term,terim
terrace,taraça
terrace,teras
terrible,fahiş
terrible,müthiş
terrible,korkunç
terrible,berbat
terrible,felaket
terrific,dehşet
terrific,korkunç
terror,dehşet
terror,terör
terrorism,terörizm
terrorist,yıldırıcı
terrorist,terörist
terrorist,yıldırıcı
terrorist,terörist
test,deneme
test,test
test,sınav
test,deneme
test,test
test,sınav
text,metin
text,metin
textbook,ders kitabı
thank,teşekkür etmek
thanks,sağol
thanks,teşekkürler
thanks,mersi
thanks,teşekkür ederim
that,o
that,şu
that,ki
that,o
that,şu
that,ki
that,o
that,şu
that,ki
that,o
that,şu
that,ki
theft,soygun
theft,hırsızlık
their,onların
them,onlar
theme,konu
then,o zaman
therapist,terapist
there,şurada
there,ora
there,oraya
there,orada
there,şuraya
thereafter,sonra
thermometer,termometre
these,bunlar
these,bunlar
thesis,sav
thesis,tez
they,onlar
they,o
thick,yoğun
thick,kalın
thief,hırsız
thigh,but
thigh,uyluk
thin,zayıf
thin,ince
thing,şey
think,sanmak
think,düşünmek
third,üçüncü
thirst,açlık
thirst,susuzluk
thirst,açlık
thirst,susuzluk
thirsty,susuz
